,team,period,minute,is_goal,x,y
853,crystal palace,2,52,0,95.4,59.9
855,crystal palace,2,52,0,85.2,73.3
856,crystal palace,2,52,0,85.5,64.4
858,crystal palace,2,52,1,80.6,57.3
859,chelsea,2,54,0,49.7,49.9
860,chelsea,2,54,0,21.0,47.9
864,chelsea,2,54,0,66.1,87.0
865,chelsea,2,54,0,70.4,75.2
867,chelsea,2,54,0,69.2,69.2
869,crystal palace,2,54,0,19.1,34.8
870,crystal palace,2,54,0,28.6,55.2
873,crystal palace,2,54,0,27.5,44.0
874,crystal palace,2,54,0,65.7,56.4
875,crystal palace,2,54,0,84.0,61.8
878,chelsea,2,54,0,14.7,31.4
879,chelsea,2,54,0,79.2,34.6
883,crystal palace,2,54,0,11.4,66.1
884,crystal palace,2,55,0,27.1,83.3
887,crystal palace,2,55,0,58.2,100.0
889,crystal palace,2,55,0,58.5,95.0
890,crystal palace,2,55,0,52.3,76.9
891,crystal palace,2,55,0,44.4,54.6
892,crystal palace,2,55,0,56.0,47.6
893,crystal palace,2,55,0,45.3,28.9
894,crystal palace,2,55,0,59.1,30.3
895,crystal palace,2,55,0,63.2,5.0
896,crystal palace,2,55,0,46.6,16.2
897,crystal palace,2,55,0,54.9,34.8
898,crystal palace,2,55,0,70.5,55.4
899,crystal palace,2,56,0,76.7,22.8
900,crystal palace,2,56,0,91.9,23.4
904,crystal palace,2,56,0,99.5,0.5
909,crystal palace,2,57,0,69.2,100.0
912,crystal palace,2,58,0,31.2,100.0
913,crystal palace,2,58,0,59.1,91.5
914,chelsea,2,58,0,38.0,49.4
916,chelsea,2,58,0,16.4,55.5
917,chelsea,2,58,0,44.0,93.3
918,chelsea,2,58,0,36.7,90.6
919,chelsea,2,58,0,35.4,74.4
920,chelsea,2,58,0,19.4,48.5
921,chelsea,2,58,0,24.4,26.5
922,chelsea,2,58,0,35.8,67.8
923,chelsea,2,58,0,57.0,69.5
924,chelsea,2,58,0,46.5,87.0
925,chelsea,2,58,0,56.0,72.8
926,chelsea,2,58,0,40.9,70.5
927,chelsea,2,58,0,35.2,38.2
928,chelsea,2,58,0,57.2,11.9
929,chelsea,2,58,0,48.3,20.0
930,chelsea,2,58,0,21.9,43.4
931,chelsea,2,59,0,35.6,67.4
932,chelsea,2,59,0,43.7,87.3
933,chelsea,2,59,0,34.8,71.9
934,chelsea,2,59,0,33.2,38.6
935,chelsea,2,59,0,65.0,15.1
936,chelsea,2,59,0,76.1,5.2
939,crystal palace,2,59,0,21.9,84.1
940,crystal palace,2,59,0,15.5,88.9
942,chelsea,2,59,0,68.1,10.6
944,chelsea,2,59,0,73.4,3.6
946,chelsea,2,59,0,73.9,0.0
947,chelsea,2,59,0,54.0,16.6
948,chelsea,2,59,0,41.5,40.3
949,chelsea,2,59,0,59.1,63.5
950,chelsea,2,59,0,81.8,82.4
953,crystal palace,2,59,0,15.5,30.0
954,crystal palace,2,59,0,16.0,15.6
955,crystal palace,2,59,0,21.2,8.6
956,crystal palace,2,60,0,25.2,18.6
958,crystal palace,2,60,0,28.3,17.4
960,crystal palace,2,60,0,27.5,9.7
961,crystal palace,2,60,0,33.8,3.1
962,crystal palace,2,60,0,57.5,13.5
963,crystal palace,2,60,0,84.3,62.9
967,crystal palace,2,61,0,99.5,99.5
968,crystal palace,2,61,0,94.4,96.0
971,crystal palace,2,61,0,65.6,8.0
972,crystal palace,2,61,0,73.2,3.4
973,crystal palace,2,61,0,74.3,21.6
974,crystal palace,2,61,0,72.6,23.6
975,crystal palace,2,61,0,74.5,5.3
977,chelsea,2,62,0,10.6,52.2
979,chelsea,2,62,0,28.6,0.0
980,chelsea,2,62,0,19.3,24.7
981,chelsea,2,62,0,30.4,69.6
982,chelsea,2,62,0,29.4,48.7
983,chelsea,2,62,0,40.2,10.0
984,crystal palace,2,62,0,23.5,72.8
987,crystal palace,2,63,0,21.6,70.8
988,crystal palace,2,63,0,14.5,45.8
991,chelsea,2,63,0,42.5,92.7
992,crystal palace,2,63,0,45.4,9.1
994,chelsea,2,63,0,12.3,77.1
995,chelsea,2,63,0,26.2,47.8
996,chelsea,2,63,0,31.9,71.9
997,chelsea,2,63,0,35.3,39.7
998,chelsea,2,63,0,19.8,48.1
999,chelsea,2,63,0,28.6,25.0
1000,chelsea,2,63,0,45.0,7.6
1001,chelsea,2,63,0,33.4,20.0
1002,chelsea,2,63,0,19.8,47.8
1003,chelsea,2,63,0,29.5,71.1
1004,chelsea,2,63,0,41.9,90.9
1005,chelsea,2,64,0,59.4,91.5
1006,chelsea,2,64,0,44.1,93.6
1007,chelsea,2,64,0,34.8,74.0
1008,chelsea,2,64,0,39.7,72.8
1009,chelsea,2,64,0,38.5,34.0
1010,chelsea,2,64,0,42.0,68.7
1011,chelsea,2,64,0,55.0,90.0
1012,chelsea,2,64,0,63.1,71.6
1013,chelsea,2,64,0,61.1,69.8
1014,chelsea,2,64,0,69.0,27.0
1017,crystal palace,2,64,0,38.9,77.5
1018,chelsea,2,64,0,64.1,57.8
1020,chelsea,2,64,0,59.1,50.1
1021,chelsea,2,64,0,68.6,57.9
1022,chelsea,2,64,0,71.1,35.3
1023,chelsea,2,64,0,80.6,17.6
1025,crystal palace,2,64,0,13.8,42.2
1026,crystal palace,2,64,0,31.4,28.8
1027,crystal palace,2,64,0,40.1,4.9
1028,crystal palace,2,64,0,35.1,20.1
1030,chelsea,2,65,0,20.5,83.6
1031,chelsea,2,65,0,9.2,55.1
1032,chelsea,2,65,0,22.6,49.4
1033,chelsea,2,65,0,29.1,26.9
1034,chelsea,2,65,0,55.3,80.7
1035,chelsea,2,65,0,52.8,84.6
1036,chelsea,2,65,0,47.6,68.4
1037,chelsea,2,65,0,49.5,41.9
1038,chelsea,2,65,0,61.0,14.3
1039,chelsea,2,65,0,68.7,22.9
1040,chelsea,2,65,0,62.4,13.1
1041,chelsea,2,65,0,51.0,50.7
1042,chelsea,2,65,0,60.2,61.4
1043,chelsea,2,65,0,58.8,83.7
1044,chelsea,2,65,0,57.9,68.1
1047,crystal palace,2,65,0,35.4,29.8
1048,crystal palace,2,66,0,36.6,8.0
1049,crystal palace,2,66,0,36.8,27.6
1050,crystal palace,2,66,0,43.3,29.5
1051,crystal palace,2,66,0,55.6,4.1
1052,crystal palace,2,66,0,64.7,3.1
1053,crystal palace,2,66,0,91.5,23.7
1060,chelsea,2,66,0,21.2,47.6
1065,chelsea,2,68,0,27.7,53.1
1066,chelsea,2,68,0,34.8,59.1
1067,chelsea,2,68,0,36.7,84.0
1068,chelsea,2,68,0,48.0,78.9
1069,chelsea,2,68,0,39.6,34.6
1070,chelsea,2,68,0,45.3,16.7
1071,chelsea,2,68,0,41.2,66.8
1072,chelsea,2,68,0,57.9,88.7
1073,chelsea,2,68,0,63.8,92.6
1077,crystal palace,2,69,0,61.2,20.6
1079,chelsea,2,69,0,21.7,60.9
1080,chelsea,2,69,0,40.2,54.2
1081,chelsea,2,69,0,33.2,47.9
1082,chelsea,2,69,0,41.2,19.0
1086,crystal palace,2,69,0,54.9,76.7
1087,crystal palace,2,69,0,46.1,79.4
1088,crystal palace,2,69,0,52.9,52.5
1089,crystal palace,2,69,0,62.7,7.6
1090,crystal palace,2,69,0,59.5,26.5
1091,crystal palace,2,69,0,61.7,6.8
1092,crystal palace,2,69,0,48.5,31.8
1093,crystal palace,2,69,0,48.3,60.0
1094,crystal palace,2,69,0,43.5,79.1
1095,crystal palace,2,69,0,60.0,76.0
1097,crystal palace,2,70,0,57.7,74.8
1098,crystal palace,2,70,0,67.5,4.0
1099,crystal palace,2,70,0,59.5,25.2
1100,crystal palace,2,70,0,66.5,23.9
1101,crystal palace,2,70,0,68.1,5.3
1102,chelsea,2,70,0,3.0,55.7
1103,chelsea,2,70,0,21.7,71.4
1104,chelsea,2,70,0,23.5,35.6
1105,chelsea,2,70,0,25.4,68.9
1106,chelsea,2,70,0,33.9,89.3
1107,chelsea,2,70,0,30.4,47.8
1108,chelsea,2,70,0,36.3,9.5
1109,chelsea,2,70,0,35.1,33.1
1110,chelsea,2,70,0,36.3,71.1
1111,chelsea,2,70,0,48.8,89.7
1112,chelsea,2,71,0,42.0,71.6
1113,chelsea,2,71,0,53.5,88.4
1114,chelsea,2,71,0,60.7,92.3
1115,chelsea,2,71,0,46.4,87.6
1116,chelsea,2,71,0,36.2,72.8
1117,chelsea,2,71,0,53.3,65.4
1118,chelsea,2,71,0,56.3,49.1
1119,chelsea,2,71,0,65.2,15.1
1120,chelsea,2,71,0,70.1,9.7
1121,chelsea,2,71,0,63.3,20.6
1125,chelsea,2,73,0,46.7,29.5
1126,chelsea,2,73,0,42.7,40.7
1127,chelsea,2,73,0,62.1,10.0
1128,chelsea,2,73,0,70.1,8.3
1129,chelsea,2,73,0,88.4,12.4
1131,chelsea,2,73,0,87.6,0.0
1132,chelsea,2,73,0,84.3,9.4
1133,chelsea,2,73,0,89.0,3.1
1134,chelsea,2,73,0,73.7,5.0
1135,chelsea,2,73,0,75.3,3.7
1136,chelsea,2,74,0,45.6,42.4
1137,chelsea,2,74,0,55.0,39.8
1139,crystal palace,2,74,0,8.0,49.3
1140,chelsea,2,74,0,62.4,89.0
1141,crystal palace,2,74,0,30.3,6.1
1144,chelsea,2,74,0,57.3,75.2
1146,chelsea,2,74,0,65.1,68.9
1147,chelsea,2,74,0,59.8,60.9
1148,chelsea,2,74,0,73.7,18.5
1149,chelsea,2,74,0,66.6,27.2
1150,chelsea,2,74,0,66.9,41.9
1151,chelsea,2,74,0,65.9,75.8
1152,chelsea,2,74,0,83.7,87.3
1154,chelsea,2,74,0,88.0,91.9
1156,chelsea,2,75,0,87.2,90.9
1157,chelsea,2,75,0,95.2,43.0
1158,crystal palace,2,76,0,5.2,51.2
1159,crystal palace,2,76,0,8.5,30.4
1160,crystal palace,2,76,0,2.8,56.7
1161,chelsea,2,76,0,65.2,16.4
1162,crystal palace,2,76,0,32.6,65.8
1163,crystal palace,2,76,0,46.9,44.0
1164,crystal palace,2,76,0,89.8,11.7
1165,crystal palace,2,76,0,81.8,46.1
1169,crystal palace,2,77,0,99.5,99.5
1174,chelsea,2,77,0,44.3,0.0
1175,chelsea,2,77,0,46.6,25.6
1176,chelsea,2,77,0,44.6,20.9
1177,chelsea,2,77,0,55.8,68.3
1178,chelsea,2,77,0,61.7,73.7
1179,chelsea,2,77,0,58.6,84.3
1180,chelsea,2,77,0,69.5,94.7
1183,crystal palace,2,77,0,35.8,0.0
1184,crystal palace,2,77,0,24.6,5.9
1185,chelsea,2,77,0,44.8,86.3
1187,chelsea,2,77,0,45.9,79.5
1188,chelsea,2,77,0,37.0,83.1
1189,chelsea,2,78,0,55.4,29.3
1190,chelsea,2,78,0,58.8,66.6
1191,chelsea,2,78,0,66.8,84.0
1192,chelsea,2,78,0,59.9,69.8
1193,chelsea,2,78,0,58.6,45.4
1194,chelsea,2,78,0,73.0,11.8
1195,crystal palace,2,78,0,5.0,51.9
1196,crystal palace,2,78,0,6.7,28.5
1197,chelsea,2,78,0,69.3,74.4
1200,crystal palace,2,81,0,15.4,24.7
1201,chelsea,2,81,0,44.5,100.0
1202,chelsea,2,81,0,33.5,71.9
1203,chelsea,2,81,0,40.0,39.1
1204,chelsea,2,81,0,41.6,70.7
1205,chelsea,2,81,0,60.1,89.1
1206,chelsea,2,81,0,67.0,94.8
1207,chelsea,2,81,0,55.9,92.1
1208,chelsea,2,81,0,42.4,72.5
1209,chelsea,2,81,0,39.9,46.9
1210,chelsea,2,81,0,52.4,32.2
1211,crystal palace,2,82,0,35.1,100.0
1212,crystal palace,2,82,0,65.2,95.9
1215,chelsea,2,82,0,39.4,3.8
1216,chelsea,2,82,0,55.5,24.4
1217,chelsea,2,82,0,64.0,9.0
1219,chelsea,2,82,0,65.1,0.0
1220,chelsea,2,82,0,44.1,11.9
1221,chelsea,2,82,0,42.1,37.0
1222,chelsea,2,82,0,44.0,66.3
1223,chelsea,2,82,0,58.9,89.3
1224,chelsea,2,82,0,52.7,72.3
1225,chelsea,2,82,0,52.2,48.8
1226,chelsea,2,82,0,62.9,12.2
1228,crystal palace,2,83,0,28.5,100.0
1229,crystal palace,2,83,0,70.6,58.7
1230,crystal palace,2,83,0,87.4,28.5
1234,chelsea,2,83,0,27.4,71.9
1235,chelsea,2,83,0,41.0,68.0
1236,chelsea,2,83,0,66.4,38.3
1237,chelsea,2,83,0,76.8,27.2
1238,chelsea,2,83,0,71.0,46.7
1239,chelsea,2,83,0,72.2,66.9
1241,crystal palace,2,83,0,23.6,33.4
1242,crystal palace,2,83,0,14.5,17.4
1243,chelsea,2,83,0,42.8,93.2
1246,chelsea,2,84,0,21.0,67.1
1247,chelsea,2,84,0,31.6,44.0
1248,chelsea,2,84,0,47.1,55.2
1249,chelsea,2,84,0,56.3,46.1
1250,chelsea,2,84,0,63.2,18.5
1251,chelsea,2,84,0,46.8,31.9
1252,chelsea,2,84,0,54.1,40.1
1253,chelsea,2,84,0,57.4,70.8
1254,chelsea,2,84,0,60.9,83.4
1257,crystal palace,2,84,0,26.7,20.4
1258,crystal palace,2,84,0,31.1,22.2
1259,crystal palace,2,84,0,40.0,24.1
1260,crystal palace,2,84,0,47.0,7.0
1261,crystal palace,2,84,0,56.9,29.7
1262,crystal palace,2,84,0,69.8,23.1
1263,crystal palace,2,84,0,68.6,27.1
1265,crystal palace,2,84,0,62.5,81.5
1270,chelsea,2,85,0,21.1,55.5
1271,chelsea,2,85,0,41.0,48.7
1272,chelsea,2,85,0,59.6,15.2
1273,chelsea,2,85,0,74.8,6.2
1274,chelsea,2,85,0,65.2,12.1
1275,chelsea,2,85,0,65.3,51.3
1276,chelsea,2,86,0,90.1,88.7
1280,chelsea,2,86,0,66.0,30.2
1281,chelsea,2,86,0,59.8,38.8
1282,chelsea,2,86,0,55.7,29.0
1283,chelsea,2,86,0,52.5,58.2
1284,chelsea,2,86,0,59.8,84.9
1285,chelsea,2,86,0,53.0,68.4
1286,chelsea,2,86,0,65.1,39.5
1287,chelsea,2,86,0,71.9,7.0
1288,chelsea,2,86,0,67.8,19.1
1289,chelsea,2,86,0,42.2,42.1
1290,chelsea,2,86,0,58.2,65.3
1291,chelsea,2,86,0,68.4,60.2
1293,chelsea,2,86,0,65.0,39.7
1294,chelsea,2,86,0,88.1,21.5
1297,chelsea,2,86,0,74.7,10.3
1298,chelsea,2,87,0,65.5,16.0
1299,chelsea,2,87,0,64.7,35.8
1300,chelsea,2,87,0,71.2,38.6
1303,crystal palace,2,88,0,4.6,40.6
1304,chelsea,2,88,0,33.4,71.9
1307,chelsea,2,88,0,45.8,80.3
1309,chelsea,2,88,0,44.1,65.0
1310,chelsea,2,88,0,34.3,64.2
1311,chelsea,2,88,0,43.6,49.0
1312,chelsea,2,88,0,42.6,14.8
1315,crystal palace,2,88,0,34.6,53.9
1316,crystal palace,2,88,0,39.5,63.7
1317,crystal palace,2,88,0,48.3,43.0
1318,crystal palace,2,88,0,47.5,55.7
1319,chelsea,2,88,0,25.0,93.5
1322,chelsea,2,88,0,26.3,91.7
1323,chelsea,2,88,0,26.6,69.3
1324,chelsea,2,89,0,40.0,29.8
1325,chelsea,2,89,0,62.4,2.6
1326,chelsea,2,89,0,45.8,8.6
1327,chelsea,2,89,0,38.3,44.2
1328,chelsea,2,89,0,54.4,90.0
1329,chelsea,2,89,0,43.4,72.6
1330,chelsea,2,89,0,55.8,70.7
1331,chelsea,2,89,0,47.9,67.5
1332,chelsea,2,89,0,83.5,8.2
1333,chelsea,2,89,0,94.0,15.0
1335,chelsea,2,89,0,99.2,40.3
1337,crystal palace,2,90,0,14.8,27.6
1339,chelsea,2,90,0,35.0,100.0
1340,chelsea,2,90,0,33.9,91.7
1341,chelsea,2,90,0,36.3,38.5
1342,chelsea,2,90,0,54.1,13.1
1343,chelsea,2,90,0,38.3,29.2
1344,chelsea,2,90,0,55.7,61.7
1345,chelsea,2,90,0,88.0,92.8
1347,chelsea,2,90,0,82.7,100.0
1350,crystal palace,2,91,0,33.6,0.0
1353,crystal palace,2,91,0,66.5,43.7
1354,crystal palace,2,91,0,74.6,31.8
1355,crystal palace,2,91,0,93.8,17.4
1356,crystal palace,2,91,0,83.9,44.0
1361,chelsea,2,91,0,27.8,69.0
1365,crystal palace,2,91,0,69.2,23.0
1366,crystal palace,2,91,0,93.6,21.9
1367,crystal palace,2,91,0,97.6,80.4
1370,chelsea,2,91,0,11.2,14.6
1371,chelsea,2,91,0,25.1,23.8
1372,chelsea,2,91,0,21.3,13.9
1373,chelsea,2,92,0,43.2,25.9
1374,chelsea,2,92,0,62.7,41.9
1375,chelsea,2,92,0,84.4,31.6
1376,crystal palace,2,92,0,5.0,38.5
1379,chelsea,2,92,0,37.9,71.7
1383,chelsea,2,92,0,40.6,90.9
1384,chelsea,2,92,0,92.1,60.7
1387,crystal palace,2,93,0,5.0,38.5
1388,chelsea,2,93,0,42.4,94.5
1389,chelsea,2,93,0,55.9,71.8
1391,crystal palace,2,93,0,53.6,42.2
1392,crystal palace,2,93,0,47.6,82.0
1394,chelsea,2,93,0,44.0,38.6
1396,chelsea,2,93,0,35.5,17.8
1397,chelsea,2,93,0,42.8,41.0
1399,chelsea,2,93,0,46.1,51.9
1400,chelsea,2,94,0,35.7,56.6
1401,chelsea,2,94,0,34.1,31.9
1402,chelsea,2,94,0,57.4,35.2
1403,chelsea,2,94,0,67.9,28.0
1404,chelsea,2,94,0,87.6,13.4
1405,chelsea,2,94,0,80.3,14.8
1407,chelsea,2,94,0,86.2,31.8
1408,chelsea,2,94,0,89.1,31.4
1411,crystal palace,2,94,0,8.7,72.9
1415,chelsea,2,94,0,66.7,13.9
1417,chelsea,2,94,0,79.5,9.4
1418,chelsea,2,94,0,72.2,27.4
1419,chelsea,2,94,0,68.8,53.4
1420,chelsea,2,94,0,71.5,74.4
1421,chelsea,2,94,0,67.3,59.0
1422,chelsea,2,94,0,72.0,27.5
1423,chelsea,2,94,0,82.5,8.2
1424,chelsea,2,94,0,81.2,24.2
1425,chelsea,2,94,0,71.3,10.7
1426,chelsea,2,94,0,69.4,40.0
1427,chelsea,2,94,0,68.1,69.0
1428,chelsea,2,94,0,77.1,93.9
1431,crystal palace,2,95,0,27.7,35.4
1433,crystal palace,2,95,0,37.7,27.1
1436,chelsea,2,95,0,74.0,33.5
1437,chelsea,2,95,0,69.5,50.6
1440,crystal palace,2,95,0,33.5,38.9
1441,crystal palace,2,95,0,41.3,10.9
1445,chelsea,2,95,0,39.2,73.1
1446,chelsea,2,95,0,41.6,88.1
1448,chelsea,2,95,0,74.2,68.6
1449,chelsea,2,95,0,75.2,58.8
1450,chelsea,2,95,0,75.0,57.0
1453,crystal palace,2,95,0,14.9,28.6
1456,crystal palace,2,96,0,68.5,0.0
1457,crystal palace,2,96,0,75.9,7.6
1458,crystal palace,2,96,0,70.7,2.6
1460,chelsea,2,96,0,12.8,62.0
1461,chelsea,2,96,0,34.0,11.0
1462,chelsea,2,96,0,39.1,46.7
1464,crystal palace,2,96,0,31.7,42.2
1465,chelsea,2,96,0,51.7,31.9
1466,chelsea,2,96,0,52.2,49.9
1467,chelsea,2,96,0,57.1,74.4
1468,chelsea,2,96,0,66.9,69.6
1469,crystal palace,2,96,0,29.8,23.3
1471,crystal palace,2,97,0,43.0,39.2
1472,crystal palace,2,97,0,86.8,23.1
1476,crystal palace,2,97,0,99.5,0.5
1477,crystal palace,2,98,0,93.3,36.4
1478,crystal palace,2,98,0,90.6,52.1
