x,y,team,is_home_team
62.9,49.3,man city,0
69.5,75.8,man city,0
65.3,66.5,man city,0
69.1,27.7,man city,0
69.9,42.1,man city,0
68.1,65.4,man city,0
73.0,40.3,man city,0
67.4,38.5,man city,0
71.6,25.9,man city,0
8.4,42.4,arsenal,1
99.5,99.5,man city,0
22.4,27.2,arsenal,1
77.6,72.8,man city,0
21.8,26.7,arsenal,1
57.5,89.9,man city,0
14.1,44.5,man city,0
35.7,45.1,man city,0
43.7,48.2,man city,0
36.2,48.5,man city,0
38.5,65.7,man city,0
37.5,56.0,man city,0
57.4,24.1,man city,0
50.9,37.1,man city,0
55.3,63.3,man city,0
55.9,51.6,man city,0
65.7,30.1,man city,0
70.9,29.8,man city,0
64.3,28.7,man city,0
52.8,61.8,man city,0
50.3,74.4,man city,0
43.6,63.0,man city,0
64.0,13.9,man city,0
62.1,8.3,man city,0
43.0,34.6,man city,0
64.7,75.6,man city,0
59.8,70.1,man city,0
66.4,42.4,man city,0
75.6,59.7,man city,0
20.5,37.4,arsenal,1
12.7,33.0,arsenal,1
85.6,66.8,man city,0
91.9,64.8,man city,0
84.9,67.6,man city,0
15.1,32.4,arsenal,1
7.1,27.4,arsenal,1
5.4,24.0,arsenal,1
13.8,7.4,arsenal,1
86.2,92.6,man city,0
20.3,0.0,arsenal,1
23.3,5.1,arsenal,1
53.5,77.9,man city,0
40.2,19.0,arsenal,1
43.2,53.1,man city,0
71.2,34.0,man city,0
87.2,20.4,man city,0
12.8,79.6,arsenal,1
88.1,19.4,man city,0
13.6,80.9,arsenal,1
12.5,82.0,arsenal,1
7.8,77.5,arsenal,1
53.8,12.2,man city,0
46.2,87.8,arsenal,1
52.2,10.1,man city,0
59.7,9.4,man city,0
59.7,9.4,man city,0
64.9,40.4,man city,0
75.9,27.5,man city,0
94.2,24.5,man city,0
8.9,58.9,arsenal,1
70.7,24.4,man city,0
81.5,11.6,man city,0
67.5,9.2,man city,0
56.1,52.5,man city,0
57.0,68.6,man city,0
48.3,57.2,man city,0
58.6,39.2,man city,0
60.9,28.6,man city,0
53.3,54.2,man city,0
54.1,31.4,man city,0
62.4,32.3,man city,0
59.6,42.4,man city,0
38.1,31.9,arsenal,1
43.0,38.8,arsenal,1
59.5,26.7,arsenal,1
61.1,11.9,arsenal,1
58.0,29.3,arsenal,1
57.2,35.6,arsenal,1
56.2,30.8,arsenal,1
47.4,40.4,arsenal,1
52.7,25.0,arsenal,1
44.1,35.7,arsenal,1
48.0,24.0,arsenal,1
45.9,45.6,arsenal,1
39.4,72.4,arsenal,1
29.0,55.9,arsenal,1
32.7,77.2,arsenal,1
27.1,51.9,arsenal,1
29.4,91.5,arsenal,1
38.2,89.8,arsenal,1
37.1,78.9,arsenal,1
38.8,64.6,arsenal,1
30.4,72.9,arsenal,1
34.8,64.1,arsenal,1
23.1,43.8,arsenal,1
22.5,72.7,arsenal,1
10.3,62.6,arsenal,1
22.0,69.8,arsenal,1
17.3,93.1,arsenal,1
5.7,75.2,arsenal,1
11.0,92.4,arsenal,1
38.5,17.5,man city,0
42.1,25.6,man city,0
43.5,49.0,man city,0
39.2,20.0,man city,0
43.8,6.5,man city,0
59.9,8.4,man city,0
40.1,91.6,arsenal,1
43.9,87.5,arsenal,1
43.9,87.5,arsenal,1
39.9,78.0,arsenal,1
57.3,70.4,arsenal,1
42.7,29.6,man city,0
24.7,44.2,man city,0
26.6,50.9,man city,0
35.3,41.8,man city,0
31.4,49.1,man city,0
31.4,27.8,man city,0
36.8,37.3,man city,0
53.8,31.4,man city,0
34.1,47.6,arsenal,1
36.7,57.0,arsenal,1
36.7,57.0,arsenal,1
35.8,59.6,arsenal,1
64.2,40.4,man city,0
68.8,82.0,arsenal,1
22.8,20.9,man city,0
22.5,21.1,man city,0
76.4,78.8,arsenal,1
23.6,21.2,man city,0
37.9,31.0,man city,0
32.8,63.6,man city,0
46.4,64.4,man city,0
47.1,57.9,man city,0
37.4,67.4,man city,0
34.0,84.9,man city,0
37.1,58.7,man city,0
24.4,43.7,man city,0
37.2,63.9,man city,0
92.8,73.1,man city,0
5.1,27.3,arsenal,1
99.5,99.5,man city,0
12.4,54.2,arsenal,1
37.7,88.3,arsenal,1
77.0,94.4,arsenal,1
23.0,5.6,man city,0
75.0,92.6,arsenal,1
25.0,7.4,man city,0
70.9,72.9,arsenal,1
72.2,36.5,arsenal,1
4.3,51.6,man city,0
19.9,80.6,man city,0
8.0,56.4,man city,0
13.5,18.1,man city,0
20.5,4.9,man city,0
28.9,10.3,man city,0
59.3,50.8,arsenal,1
54.9,55.2,arsenal,1
54.9,55.2,arsenal,1
71.8,39.0,arsenal,1
67.7,37.3,arsenal,1
64.8,37.0,arsenal,1
67.2,10.5,arsenal,1
80.3,8.3,arsenal,1
75.4,22.8,arsenal,1
86.1,27.6,arsenal,1
97.4,28.0,arsenal,1
4.1,74.7,man city,0
4.1,74.7,man city,0
11.8,87.6,man city,0
88.2,12.4,arsenal,1
22.0,88.0,man city,0
78.0,12.0,arsenal,1
67.9,12.2,arsenal,1
71.5,12.0,arsenal,1
86.1,8.8,arsenal,1
13.9,91.2,man city,0
90.4,9.8,arsenal,1
9.6,90.2,man city,0
99.5,0.5,arsenal,1
3.2,55.2,man city,0
96.8,44.8,arsenal,1
3.0,50.3,man city,0
91.5,43.5,arsenal,1
12.8,62.0,man city,0
79.8,27.0,arsenal,1
86.5,24.0,arsenal,1
90.0,13.4,arsenal,1
3.5,73.7,man city,0
5.4,86.6,man city,0
19.2,93.9,man city,0
80.8,6.1,arsenal,1
20.8,93.6,man city,0
70.5,0.0,arsenal,1
59.5,11.1,arsenal,1
48.2,27.0,arsenal,1
59.1,13.4,arsenal,1
67.9,10.2,arsenal,1
59.6,35.0,arsenal,1
68.9,76.0,arsenal,1
84.3,86.1,arsenal,1
69.6,81.0,arsenal,1
69.8,72.0,arsenal,1
75.5,81.5,arsenal,1
64.7,67.2,arsenal,1
64.7,29.7,arsenal,1
70.3,53.0,arsenal,1
74.8,79.2,arsenal,1
83.3,89.5,arsenal,1
75.8,73.7,arsenal,1
88.8,15.9,arsenal,1
11.4,72.2,man city,0
18.9,81.3,man city,0
22.0,80.5,man city,0
29.4,80.9,man city,0
23.6,73.2,man city,0
7.8,53.7,man city,0
35.4,75.8,man city,0
42.3,95.4,man city,0
37.1,87.8,man city,0
34.0,67.2,man city,0
17.4,54.9,man city,0
64.7,100.0,arsenal,1
41.0,89.5,arsenal,1
30.8,58.4,arsenal,1
30.6,24.8,arsenal,1
35.1,3.1,arsenal,1
25.1,23.4,arsenal,1
19.9,69.2,arsenal,1
43.6,65.8,arsenal,1
55.2,43.6,man city,0
57.6,54.2,man city,0
43.2,46.2,arsenal,1
56.8,53.8,man city,0
63.1,29.9,man city,0
58.6,13.4,man city,0
52.8,25.3,man city,0
57.5,17.8,man city,0
59.1,36.7,man city,0
43.8,35.5,man city,0
46.5,30.1,man city,0
41.9,51.5,man city,0
45.5,31.4,man city,0
52.9,49.0,man city,0
40.4,45.7,man city,0
43.2,35.9,man city,0
37.5,47.2,man city,0
61.2,36.8,man city,0
65.8,39.4,man city,0
74.4,37.2,man city,0
25.6,62.8,arsenal,1
25.4,65.2,arsenal,1
25.4,65.2,arsenal,1
43.0,36.5,arsenal,1
54.4,67.5,man city,0
58.8,65.9,man city,0
59.4,57.5,man city,0
72.7,9.2,man city,0
68.6,27.5,man city,0
60.5,63.6,man city,0
69.4,73.8,man city,0
58.9,66.3,man city,0
69.2,68.9,man city,0
30.8,31.1,arsenal,1
30.2,29.0,arsenal,1
36.4,36.2,arsenal,1
63.6,63.8,man city,0
61.0,51.5,man city,0
62.5,46.7,man city,0
46.4,43.4,man city,0
61.7,14.0,man city,0
63.1,27.8,man city,0
73.6,7.4,man city,0
66.3,17.5,man city,0
56.8,29.8,man city,0
57.9,25.3,man city,0
44.2,30.8,man city,0
47.4,67.7,man city,0
57.0,91.1,man city,0
41.4,64.1,man city,0
51.6,31.1,man city,0
60.7,7.4,man city,0
10.8,83.5,arsenal,1
14.7,96.9,arsenal,1
73.4,0.0,man city,0
95.8,26.0,man city,0
96.0,13.8,man city,0
4.0,86.2,arsenal,1
96.4,14.6,man city,0
4.7,45.3,arsenal,1
55.3,14.9,arsenal,1
38.1,80.0,man city,0
45.9,15.7,arsenal,1
52.6,26.8,arsenal,1
34.0,43.6,arsenal,1
23.6,47.9,arsenal,1
31.9,91.7,man city,0
70.9,0.0,arsenal,1
83.6,3.4,arsenal,1
76.7,5.1,arsenal,1
82.1,10.3,arsenal,1
85.3,5.2,arsenal,1
86.4,12.6,arsenal,1
82.1,5.5,arsenal,1
77.3,12.6,arsenal,1
80.6,3.2,arsenal,1
61.6,25.0,arsenal,1
68.6,13.1,arsenal,1
72.7,15.9,arsenal,1
18.7,89.3,man city,0
70.5,0.0,arsenal,1
89.1,22.8,arsenal,1
91.7,33.9,arsenal,1
96.2,39.8,arsenal,1
3.8,60.2,man city,0
5.7,57.6,man city,0
6.5,57.0,man city,0
66.7,100.0,arsenal,1
46.7,89.7,arsenal,1
35.5,39.9,arsenal,1
31.2,25.6,arsenal,1
27.5,61.9,arsenal,1
32.1,0.0,man city,0
45.0,90.8,arsenal,1
55.0,9.2,man city,0
44.1,89.7,arsenal,1
56.2,96.5,arsenal,1
59.6,96.1,arsenal,1
40.4,3.9,man city,0
57.8,100.0,arsenal,1
35.5,85.8,arsenal,1
30.8,48.1,arsenal,1
38.1,23.6,arsenal,1
43.9,4.0,arsenal,1
56.4,26.7,arsenal,1
80.9,57.0,arsenal,1
85.5,51.0,arsenal,1
81.6,66.4,arsenal,1
50.1,50.0,man city,0
24.2,47.9,man city,0
16.0,100.0,arsenal,1
61.9,7.6,man city,0
63.3,11.8,man city,0
63.3,11.8,man city,0
32.6,91.0,arsenal,1
67.4,9.0,man city,0
35.0,91.5,arsenal,1
35.8,89.0,arsenal,1
63.8,12.3,man city,0
64.2,11.0,man city,0
36.2,87.7,arsenal,1
63.8,12.3,man city,0
33.4,83.8,arsenal,1
71.6,23.0,man city,0
29.4,72.7,arsenal,1
33.0,67.2,arsenal,1
37.0,47.6,arsenal,1
34.6,25.0,arsenal,1
59.0,7.2,arsenal,1
41.0,92.8,man city,0
56.9,20.2,arsenal,1
55.2,30.7,arsenal,1
71.5,5.4,arsenal,1
75.8,4.6,arsenal,1
75.1,11.4,arsenal,1
67.0,11.9,arsenal,1
45.8,29.0,arsenal,1
52.7,40.7,arsenal,1
39.7,12.6,arsenal,1
26.1,27.4,arsenal,1
18.9,51.2,arsenal,1
27.1,23.5,man city,0
80.1,87.5,arsenal,1
79.0,92.6,arsenal,1
74.9,78.0,arsenal,1
64.1,92.3,arsenal,1
30.8,89.2,arsenal,1
22.7,68.7,arsenal,1
75.5,93.4,arsenal,1
70.5,93.4,arsenal,1
66.3,74.3,arsenal,1
55.5,57.0,arsenal,1
59.5,34.1,arsenal,1
55.6,24.8,arsenal,1
44.4,43.5,arsenal,1
30.6,64.4,arsenal,1
25.7,49.3,arsenal,1
73.4,25.3,arsenal,1
74.7,33.9,arsenal,1
23.8,73.5,man city,0
22.8,88.5,man city,0
25.6,82.0,man city,0
74.4,18.0,arsenal,1
73.6,19.6,arsenal,1
26.4,80.4,man city,0
70.9,29.3,arsenal,1
62.5,27.3,arsenal,1
65.0,7.7,arsenal,1
56.6,20.5,arsenal,1
32.1,17.7,arsenal,1
27.8,42.8,arsenal,1
7.6,6.5,man city,0
7.6,6.5,man city,0
5.5,42.7,man city,0
47.9,41.2,man city,0
63.0,23.6,man city,0
74.6,15.2,man city,0
82.9,82.1,man city,0
73.7,76.1,man city,0
5.1,41.9,arsenal,1
35.0,93.9,man city,0
53.8,10.5,arsenal,1
38.2,86.6,man city,0
41.8,0.0,arsenal,1
28.4,93.6,man city,0
57.5,7.2,arsenal,1
59.9,4.8,arsenal,1
92.5,6.1,arsenal,1
7.5,93.9,man city,0
94.4,2.9,arsenal,1
10.6,96.0,man city,0
7.2,89.9,man city,0
63.3,61.4,man city,0
68.0,62.9,man city,0
25.9,31.7,arsenal,1
32.2,34.7,arsenal,1
27.7,33.7,arsenal,1
67.4,63.2,man city,0
29.1,23.6,arsenal,1
54.7,100.0,man city,0
35.7,78.3,man city,0
18.7,51.5,man city,0
12.0,45.6,arsenal,1
28.9,37.4,man city,0
40.9,49.1,man city,0
46.9,45.5,arsenal,1
28.8,72.5,man city,0
